pot_or_sample,host_genotype,MAG746A,MAG215,MAG243A,MAG221,MAG420,MAG201,MAG539,MAG199,MAG242,MAG230,MAG177,MAG204,MAG33,MAG182,MAG749B,MAG286,MAG24,MAG18,MAG176B,MAG16,MAG313,MAG21,MAG191,MAG157,MAG192D,MAG154,MAG27,MAG121,MAG540,MAG248,MAG88,MAG245,MAG258,MAG220,MAG278,MAG282,MAG10,MAG146,MAG144B,MAG123,MAG714A,MAG259,MAG533,MAG62,MAG225,MAG722B,MAG148B,MAG358,MAG184,MAG169,MAG761A,MAG158B,MAG320,MAG322,MAG325,MAG384,MAG34,MAG406,MAG342,MAG373,MAG386,MAG40,MAG41,MAG417,MAG42,MAG145,MAG48,MAG5,MAG513,MAG31,MAG514,MAG523,MAG530,MAG65,MAG66,MAG701B,MAG200,MAG726A,MAG726B,MAG73,MAG733A,MAG739A,MAG746B,MAG748A,MAG749C,MAG755A,MAG183,MAG97
616,HM001,0.0134264,0.00384097,0.0175553,0.00199746,0.00414471,0.00358907,0.00255753,0.0179692,0.00184486,0.00547577,0.005954,0.00398435,0.00513157,0.0212419,0.00649712,0.00440902,0.00709135,0.00298804,0.0510283,0.00219299,0.0166457,0.00521429,0.00565633,0.026105,0.00271216,0.00536683,0.00538895,0.000699251,0.00445189,0.0204727,0.00431655,0.0277143,0.00558148,0.00561272,0.00940953,0.00552361,0.00706642,0.0230373,0.00741635,0.0145982,0.00995147,0.00577618,0.00439389,0.00440959,0.00496192,0.0225205,0.00365223,0.00198719,0.00501272,0.0162662,0.00523221,0.00461103,0.0110711,0.143439,0.00587989,0.00651074,0.00366133,0.00804209,0.0164555,0.0107977,0.0154846,0.00884494,0.00609931,0.000492236,0.00547477,0.00283771,0.00729145,0.016051,0.00443972,0.00383711,0.00711957,0.0131652,0.0045329,0.0250525,0.0053969,0.00562906,0.0132733,0.00717782,0.00450711,0.0187471,0.0166755,0.0138316,0.0062757,0.0182103,0.0373544,0.0383939,0.00357102,0.00969144
617,HM162,0.00846283,0.00337889,0.00461512,0.00139503,0.00539107,0.00494515,0.0037448,0.0342555,0.0028766,0.00512783,0.00575439,0.00252921,0.000665254,0.0039503,0.0101894,0.024308,0.00234929,0.0143766,0.0138809,0.00276821,0.0387593,0.00391168,0.00671103,0.00818851,0.00279635,0.00420992,0.000193684,0.0095085,0.0033999,0.00201836,0.00625169,0.0128582,0.0234196,0.010644,0.00455555,0.00662843,0.0197761,0.0129387,0.00745735,0.0447061,0.00623873,0.00748002,0.0044365,0.00725225,0.00385193,0.034748,0.00245255,0.00319153,0.0137921,0.0468757,0.00906451,0.00257489,0.0128838,0.0969847,0.0504594,0.00115222,0.00480756,0.0135361,0.0084606,0.00630333,0.00713637,0.0472782,0.00539241,0.000786177,0.0071461,0.0053214,0.00672018,0.0665148,0.00433672,0.00273889,0.00686438,0.00166434,0.000979026,0.00100678,0.00474389,0.0045458,0.0030328,0.00846375,0.00493744,0.00154636,0.00362477,0.0185431,0.00253262,0.00899687,0.00681936,0.0339928,0.00490859,0.00898227
618,HM081,0.00979047,0.00746666,0.00746116,0.00194924,0.00379707,0.00967995,0.00711519,0.0621266,0.00383415,0.00538892,0.00887529,0.00495753,0.00132214,0.00421807,0.00223262,0.00612203,0.00290206,0.00467891,0.00586298,0.00400319,0.00550474,0.00228122,0.00286544,0.0325445,0.00246509,0.00651817,0.000590831,0.00326345,0.00735168,0.00211567,0.0223456,0.012069,0.00702893,0.00303028,0.129007,0.00454581,0.00122868,0.00957262,0.00425302,0.00930892,0.00903656,0.00341088,0.00480118,0.00262038,0.00465526,0.0305237,0.00394841,0.0448372,0.0096526,0.00534303,0.00614787,0.00754951,0.00971454,0.124545,0.0027552,0.000877458,0.00793494,0.00997559,0.00591861,0.00990236,0.00768371,0.0485688,0.0241002,0.000765196,0.0118644,0.00391267,0.00740899,0.00396067,0.00391375,0.00131838,0.00507849,0.00290262,0.000966663,0.00533657,0.00685367,0.00469225,0.00509844,0.00676555,0.010274,0.00268624,0.0167489,0.0178216,0.0039722,0.0101988,0.00947613,0.0360312,0.00244355,0.00333092
619,HM019,0.0092385,0.00263169,0.0200764,0.0033972,0.00734458,0.00366406,0.00257673,0.00962579,0.00431784,0.00526707,0.00905933,0.00438781,0.00276822,0.00732648,0.00597848,0.0202325,0.00834664,0.00606408,0.00721891,0.00266383,0.00807005,0.00521112,0.00374183,0.00808724,0.00305224,0.00690104,0.00338712,0.00343887,0.0126556,0.0188684,0.00304479,0.0254129,0.00505481,0.0045154,0.0623935,0.00735565,0.0160205,0.00383907,0.0117079,0.0113657,0.0188629,0.0112135,0.00730571,0.00251024,0.00431446,0.00737626,0.00166207,0.00467873,0.0062753,0.0121021,0.00664744,0.0127638,0.0103469,0.0451117,0.00629968,0.00318261,0.00350785,0.0233118,0.0104402,0.0106636,0.0146762,0.00513722,0.0318309,0.00922472,0.00309745,0.00609746,0.0957975,0.0289526,0.00631204,0.00667054,0.013142,0.0164731,0.00241709,0.00488448,0.0316438,0.00534873,0.0107613,0.00665744,0.00618474,0.0228572,0.00623584,0.0140011,0.00638411,0.0141057,0.012381,0.0352763,0.00484876,0.0037141
620,HM295,0.00558776,0.0037316,0.0109959,0.00114724,0.00999906,0.0145448,0.014686,0.0242136,0.0026124,0.00606845,0.011549,0.00465349,0.00148657,0.00178549,0.00694432,0.014606,0.00198119,0.00912028,0.0316808,0.00560733,0.0143779,0.0114933,0.0171145,0.0128248,0.00294027,0.00557285,0,0.0112633,0.0040435,0.00830665,0.0115512,0.0104112,0.00636786,0.000336394,0.0189036,0.00433008,0.00200558,0.0165204,0.010508,0.0135862,0.0225,0.00717586,0.00762771,0.0053659,0.00344375,0.0299536,0.00158319,0.00808206,0.0131576,0.0090461,0.00961892,0.00448367,0.0159445,0.0215956,0.0117558,0.000911708,0.0204103,0.00587677,0.0125321,0.0230136,0.00905434,0.00417592,0.0138505,0.0204043,0.0138179,0.00446986,0.0219539,0.0163147,0.00783165,0.00311392,0.0118074,0.00359223,0.00090261,0.00362487,0.00893958,0.022657,0.00177124,0.00866881,0.0123471,0.00402873,0.00397955,0.0313611,0.00663348,0.0109139,0.0117233,0.12699,0.00404246,0.0114925
621,HM175,0.0235064,0.00318561,0.00665872,0.00135922,0.0097312,0.00953773,0.00299231,0.0193782,0.00273566,0.00459895,0.0119713,0.00632501,0.00345549,0.00705065,0.00463943,0.0152608,0.00516023,0.00195491,0.0235881,0.00277692,0.00404487,0.0034782,0.00773911,0.01602,0.00266639,0.0103227,0.00628481,0.00587652,0.00629114,0.00584371,0.00833058,0.0069981,0.0156445,0.00818434,0.051948,0.00504123,0.00287681,0.00924446,0.00600755,0.0313786,0.00728378,0.00523143,0.00664231,0.00525033,0.00422264,0.120717,0.005234,0.00903347,0.0200286,0.00628034,0.00784165,0.00541285,0.0135226,0.0283442,0.00838174,0.00103491,0.0068226,0.00667374,0.00860687,0.0139019,0.00787055,0.0161514,0.021327,0.0100323,0.00923888,0.00410232,0.0155954,0.0224295,0.0064675,0.00893612,0.0088514,0.00769662,0.000995817,0.014038,0.00495676,0.0158326,0.0119061,0.010076,0.00930907,0.00912307,0.00674936,0.0171663,0.028376,0.00621916,0.0227819,0.0163079,0.00639814,0.0105098
622,HM169,0.0099779,0.00415347,0.00864504,0.000534974,0.00332841,0.00196705,0.0046323,0.0115531,0.00197731,0.0049093,0.00804696,0.00339604,0.00166105,0.00185449,0.00242048,0.0203218,0.00182791,0.021053,0.00610181,0.00295623,0.00264165,0.00375129,0.00500397,0.00978289,0.00295367,0.00968644,0.000508958,0.00210745,0.00348366,0.00545472,0.00237004,0.00703,0.00340631,0.00409398,0.0149006,0.00387687,0.00165192,0.00518603,0.00634314,0.00777044,0.00433733,0.00396524,0.00366336,0.00217525,0.00337353,0.0799833,0.0018506,0.003357,0.00517713,0.0035556,0.00549551,0.00449532,0.00799045,0.0082022,0.00277409,0.000432818,0.00190601,0.00557307,0.0177519,0.0175042,0.00865168,0.0246831,0.0230518,0.00210391,0.0023567,0.00426122,0.0122995,0.00306092,0.00382304,0.00680456,0.00506036,0.00814469,0.000470774,0.00637043,0.00412851,0.00541262,0.0019522,0.00404639,0.0112479,0.00850558,0.00424002,0.00596812,0.00941044,0.012323,0.0107392,0.395447,0.00185961,0.00669051
623,HM269,0.00538812,0.00180202,0.00732143,0.00251768,0.00478874,0.00608403,0.00551399,0.00855641,0.00171934,0.00355324,0.00166336,0.00170652,0.00290077,0.00398641,0.00229314,0.00387026,0.00233185,0.00268031,0.00585372,0.00214547,0.00933706,0.00333866,0.00187618,0.00473108,0.00356474,0.00507821,0,0.00130809,0.00835326,0.00574398,0.00526605,0.0117726,0.00447149,0.000142609,0.236362,0.0109843,0.00189645,0.00393611,0.0070529,0.102248,0.00544296,0.00594833,0.00459238,0.00583919,0.00405873,0.0425778,0.0039582,0.00156703,0.0125226,0.0125613,0.0175798,0.00713686,0.0131903,0.0304218,0.00373655,0.0377518,0.00826964,0.0054852,0.0131465,0.00841593,0.0162266,0.0033761,0.00393901,0.000632911,0.00580332,0.00194085,0.00232799,0.0053579,0.00472534,0.00175983,0.00592348,0.000980309,0.0202261,0.0131049,0.0270784,0.0145783,0.00266713,0.00523338,0.0149492,0.00112878,0.0290235,0.0373207,0.00367194,0.00911561,0.0108642,0.00495962,0.00287809,0.00186305
624,HM262,0.0236423,0.0037659,0.00294913,0.000662441,0.00828827,0.0151381,0.00231521,0.00686511,0.0245613,0.00864116,0.00342003,0.00224136,0.0010458,0.00581281,0.00401726,0.00369606,0.00382849,0.0379105,0.0327382,0.00174201,0.0126635,0.0072694,0.0049417,0.00897304,0.00346342,0.00448742,0.000180892,0.000152031,0.00510064,0.00306802,0.0112855,0.00529891,0.00955876,0.00767616,0.0346679,0.00619699,0.00265297,0.0127336,0.00332232,0.00848794,0.00997926,0.00663783,0.0073443,0.00435913,0.00536553,0.0221076,0.0085374,0.00215759,0.00350603,0.0294364,0.00635539,0.00483937,0.01549,0.0122268,0.0044306,0.000339663,0.00902127,0.0895252,0.0133183,0.0531232,0.0102168,0.0664359,0.0223598,0.00265276,0.0126056,0.00253321,0.00486032,0.0765907,0.00754284,0.002801,0.00911944,0.0038678,0.000361783,0.00310067,0.00536086,0.0229773,0.00664135,0.0167217,0.0107153,0.00436968,0.00850896,0.00844753,0.0101963,0.00646145,0.00858889,0.00363137,0.00268511,0.00608204
625,HM296,0.0050613,0.00905194,0.00850771,0.00291219,0.00793455,0.00269246,0.0062204,0.020013,0.0017193,0.00386892,0.00422824,0.00962891,0.00459415,0.001864,0.00707717,0.0050098,0.00196509,0.0131874,0.00857136,0.00314755,0.01114,0.00285486,0.00346354,0.00815807,0.00229413,0.00418177,0.00587165,0.000946369,0.00449689,0.0197669,0.00340227,0.0115977,0.0167313,0.00337502,0.026326,0.0132595,0.0119874,0.00990196,0.00821251,0.016819,0.0162861,0.00414294,0.00748458,0.0137976,0.00349029,0.0361931,0.00897815,0.005635,0.00784525,0.0103566,0.0149665,0.0051583,0.0180191,0.0340672,0.0125667,0.0384848,0.00364362,0.00409781,0.0112023,0.0208453,0.0211998,0.00367634,0.00367438,0.0269797,0.00260784,0.00301701,0.00507219,0.0107223,0.00746453,0.00158495,0.0117471,0.011953,0.0207017,0.0145139,0.00333913,0.0105457,0.0019854,0.00862877,0.0185429,0.0109869,0.0291008,0.0603757,0.00325186,0.00837291,0.0170999,0.0769358,0.00853055,0.00808553
626,HM260,0.010066,0.0157473,0.00607823,0.00141419,0.00633487,0.00771074,0.00197352,0.00803932,0.00553307,0.00488091,0.0135296,0.00548627,0.00427798,0.00148727,0.00392003,0.00936126,0.00187487,0.0155188,0.0299926,0.00205255,0.00630732,0.00277481,0.00592349,0.0147853,0.00228823,0.00548356,0.000104655,0.000472812,0.00470708,0.0455548,0.013319,0.0138148,0.0072028,0.0178627,0.0560399,0.0156448,0.00193985,0.00498514,0.00656306,0.00473028,0.0127794,0.00387624,0.0100095,0.00365163,0.00360247,0.05725,0.00630588,0.00207956,0.0050333,0.0125546,0.00987264,0.00610998,0.0170761,0.037511,0.0159511,0.00113285,0.00815075,0.010561,0.00678928,0.0120981,0.00753085,0.00739961,0.0354812,0.0160922,0.00867138,0.00336431,0.00796667,0.0030428,0.00689139,0.00230027,0.011022,0.0059802,0.00110102,0.0232951,0.00805001,0.0127543,0.00158323,0.00953134,0.0158476,0.00712101,0.00572436,0.0296685,0.0153722,0.0160738,0.0492387,0.0512103,0.00305229,0.00645439
627,HM198,0.0147243,0.00310136,0.00511053,0.00128313,0.039456,0.0147976,0.00378825,0.0173376,0.00214278,0.00623836,0.0119553,0.00329015,0.00126854,0.00643012,0.00412717,0.0326338,0.00358285,0.013982,0.0167273,0.00251276,0.0110284,0.00331155,0.00185188,0.0161043,0.0025547,0.00453693,0.000534243,0.000309591,0.00488228,0.0293201,0.0234143,0.00948473,0.028533,0.00359352,0.0204114,0.00879668,0.00478963,0.0075023,0.0118477,0.00744769,0.0215475,0.00469703,0.0119863,0.00508981,0.00440262,0.01601,0.00123651,0.0036645,0.00417715,0.0235275,0.0213059,0.00467159,0.0173698,0.0181365,0.023397,0.0158743,0.0132064,0.00492499,0.0135664,0.00951412,0.0255746,0.0159131,0.00859836,0.0221683,0.0138658,0.0141534,0.00573972,0.00671067,0.0122477,0.00914138,0.0154033,0.00763557,0.0113987,0.000868682,0.00345041,0.0135235,0.0049547,0.0139516,0.00651807,0.00941071,0.00497646,0.0365358,0.00832125,0.0180613,0.022135,0.0348275,0.00790749,0.00295588
628,HM191,0.0115802,0.00205157,0.00226262,0.00209669,0.0108267,0.00886145,0.0494896,0.0178859,0.00196579,0.00489025,0.00480585,0.00809527,0.00169164,0.00137493,0.00365239,0.00261459,0.00117477,0.0139867,0.0976145,0.0075068,0.010233,0.00254737,0.00965298,0.017666,0.00190355,0.0130898,0.000155722,0.0134164,0.00564025,0.00853231,0.00994576,0.00850768,0.0114606,0.00730326,0.0115172,0.00381139,0.00147979,0.00264646,0.00286654,0.0122821,0.0209501,0.0155286,0.0102053,0.00902517,0.00384256,0.0461188,0.0236353,0.0031969,0.00606667,0.0159343,0.0129881,0.00260205,0.0403133,0.0379412,0.00590909,0.00134778,0.00866181,0.0124617,0.0068915,0.0238173,0.00508777,0.00579168,0.0116187,0.00293203,0.0118087,0.00504312,0.00317261,0.00411044,0.0102289,0.00356938,0.0149049,0.00127006,0.00148499,0.00386219,0.00330215,0.073713,0.00113108,0.0173364,0.0206052,0.00111687,0.00334681,0.0307144,0.0147128,0.00917552,0.00530328,0.0072134,0.00488145,0.00603829
629,HM060,0.00615638,0.00934559,0.013246,0.000439151,0.0162827,0.012072,0.00705366,0.0229133,0.00187071,0.00520226,0.00445623,0.00360795,0.00117781,0.0019401,0.00623454,0.00363526,0.0018966,0.00804452,0.0239806,0.0038841,0.00914144,0.00297161,0.00349035,0.0135165,0.00235692,0.00853214,0.00294103,0.000102888,0.00408523,0.0129071,0.012953,0.0109015,0.0314194,0.0139921,0.00386118,0.0115651,0.00187951,0.0102806,0.00697359,0.00971615,0.0263105,0.00469529,0.0122363,0.00655666,0.00345882,0.0285885,0.00117191,0.0151807,0.0106888,0.0140183,0.0216039,0.00389479,0.0337762,0.0481068,0.0115138,0.000531483,0.0116099,0.0118993,0.0229132,0.0346339,0.01904,0.00816389,0.00548459,0.000679357,0.0154056,0.0123616,0.00774101,0.00793744,0.011837,0.00166914,0.0154959,0.0112361,0.000461537,0.00425076,0.00797961,0.0210563,0.00181103,0.0219219,0.0231579,0.0125439,0.01552,0.0385574,0.00392396,0.00732556,0.0186275,0.0435363,0.00441156,0.00744711
630,HM026,0.0123203,0.0370296,0.0171088,0.000280288,0.0073617,0.00104169,0.00715926,0.0306041,0.00236355,0.00690742,0.00464473,0.00617319,0.00244973,0.00288255,0.0179405,0.0177576,0.00285111,0.00766507,0.0309411,0.00342004,0.0162813,0.00395022,0.00414138,0.0124924,0.00286609,0.00604697,0,0.000165667,0.00607172,0.0181017,0.0011847,0.00738804,0.0102942,0.00665927,0.0213294,0.00785586,0.00212917,0.0116363,0.00910997,0.0135048,0.0151138,0.00433104,0.00735091,0.0124788,0.00413503,0.0452675,0.000438022,0.00248462,0.00732429,0.00888265,0.0244403,0.00489829,0.0162309,0.00240276,0.014035,0.000179775,0.000937824,0.02726,0.0134253,0.018782,0.0124456,0.0101989,0.0111895,0.000657105,0.0014784,0.00366627,0.0334165,0.00357704,0.00682139,0.00789848,0.00773226,0.00160313,0.000222319,0.00453655,0.00428606,0.0210655,0.00316423,0.0105909,0.0180198,0.00144057,0.00549814,0.049511,0.0132908,0.0277574,0.0151204,0.0874297,0.0232523,0.00361951
631,HM193,0.0116044,0.00428141,0.00524726,0.00402897,0.012149,0.00581507,0.00201138,0.0178978,0.00220113,0.00493647,0.019781,0.00283377,0.00453314,0.00188692,0.00447288,0.00215249,0.00178216,0.0164683,0.0247937,0.00168116,0.00317711,0.00286524,0.00285466,0.0386559,0.00321805,0.00521126,0.000148038,0.0251794,0.00466703,0.0204171,0.00584642,0.0061686,0.00870142,0.0220695,0.0505318,0.00436344,0.00142616,0.00442088,0.00617112,0.0107159,0.00918513,0.00429485,0.00975317,0.0100348,0.00374019,0.0355552,0.0191256,0.00385732,0.00653163,0.00404417,0.0188227,0.00619411,0.0151329,0.038737,0.00623251,0.00165987,0.00617917,0.0315307,0.00711174,0.0172994,0.0212404,0.0187625,0.00427819,0.0275088,0.00734941,0.00203447,0.0034991,0.023853,0.00835654,0.00539242,0.0129674,0.00724379,0.00174328,0.0175404,0.00372641,0.0242363,0.00193253,0.00894998,0.0264573,0.00912748,0.0218187,0.0203521,0.0257615,0.00855172,0.0278644,0.0185584,0.00402028,0.00448396
632,HM124,0.00270956,0.0057667,0.00294447,0.00378696,0.0138286,0.00640881,0.00177813,0.0160012,0.00159528,0.00341677,0.00255613,0.00151719,0.000782128,0.00641814,0.0379391,0.00250703,0.00356198,0.000295278,0.093797,0.00160303,0.00361109,0.00205229,0.0117729,0.0182969,0.00163969,0.00294817,0,0.0252328,0.00215943,0.00648522,0.00518295,0.0105192,0.0112936,0.000388448,0.00410421,0.00279858,0.0011144,0.00235676,0.00328506,0.00540936,0.0212196,0.00298948,0.0216053,0.0161524,0.00229056,0.0429399,0.0242839,0.00193857,0.00501953,0.00594315,0.014043,0.0019586,0.0335864,0.020491,0.0169717,0.00909755,0.00946044,0.0181772,0.0137052,0.0485983,0.00453573,0.00613051,0.0140894,0.00258449,0.00664207,0.0102658,0.0103162,0.0068325,0.0151734,0.00445649,0.0235939,0.00115927,0.00614673,0.00091353,0.00246489,0.0556367,0.0042097,0.0185333,0.0378711,0.00119431,0.00400262,0.0320019,0.00182354,0.00482615,0.00966121,0.0131637,0.0181819,0.0232525
633,HM164,0.00792043,0.0144988,0.0128531,0.00272708,0.00958006,0.0120637,0.00207369,0.0393125,0.00162233,0.00483979,0.00573933,0.00235701,0.00276776,0.00311445,0.0118248,0.0018311,0.0024819,0.00853166,0.027396,0.00179242,0.00173555,0.0025444,0.0039333,0.0319995,0.00226753,0.0054799,0,0.0168095,0.0143425,0.00133312,0.0100941,0.0146511,0.00780871,0.000296708,0.0055906,0.00302875,0.00102663,0.00411234,0.00450417,0.00866682,0.0166303,0.00388655,0.00917929,0.00557512,0.00300662,0.0866371,0.00400925,0.00434728,0.00516709,0.00235514,0.00876289,0.0034983,0.0246946,0.0153247,0.00421469,0.0113036,0.00941657,0.0283106,0.00359066,0.0244094,0.00455367,0.0228258,0.00466911,0.0152975,0.0112075,0.00156877,0.0385868,0.00227468,0.00909162,0.00642476,0.0137836,0.0019342,0.00774209,0.00834492,0.00311579,0.017575,0.00398538,0.0113816,0.0547607,0.00184866,0.0058637,0.016348,0.00709612,0.0133091,0.0287805,0.0814394,0.00709876,0.00921934
634,HM276,0.00680445,0.0150275,0.00582551,0.00106256,0.0281664,0.020871,0.00238557,0.00280396,0.00205582,0.00346127,0.00395123,0.00181927,0.00269859,0.00160912,0.0147565,0.00206352,0.00171744,0.0437878,0.00496168,0.00196075,0.00366711,0.0322658,0.00292579,0.0056223,0.00281661,0.00950327,0,0.000287684,0.00494143,0.00333849,0.0272091,0.0158172,0.0136569,0.00173987,0.0556939,0.00404618,0.0017999,0.0428813,0.00453741,0.0208668,0.0178512,0.00511269,0.0103138,0.0046249,0.00261467,0.0622787,0.00763674,0.0105401,0.00828941,0.00357775,0.00529148,0.00405993,0.0187365,0.0795565,0.00625956,0.00136292,0.0149548,0.0131659,0.00950061,0.0114125,0.0051128,0.0195053,0.0172742,0.0299937,0.0292285,0.00198269,0.0185966,0.00360347,0.0109608,0.00725972,0.0176553,0.001439,0.00145766,0.0107537,0.00430926,0.0231742,0.00155707,0.00837621,0.00630674,0.00132545,0.0059283,0.00438347,0.0091689,0.00706864,0.00269201,0.0229151,0.0049367,0.00448693
635,HM166,0.00956383,0.00992938,0.01606,0.00133962,0.0137311,0.0061674,0.00880958,0.0126297,0.00234883,0.00495987,0.0317918,0.0123993,0.00358764,0.00668966,0.00737838,0.00588902,0.00807459,0.00696156,0.016184,0.00407219,0.0061132,0.00642726,0.00351327,0.0157235,0.00283295,0.00523904,0,0.000306238,0.0059133,0.0162444,0.00714975,0.026655,0.00870115,0.0187785,0.0260174,0.00665321,0.00170436,0.0109344,0.00591466,0.020159,0.0213582,0.00989098,0.0103707,0.00716396,0.00426917,0.0324628,0.00187174,0.00570087,0.0068261,0.00585063,0.00948496,0.00435855,0.0190499,0.0450449,0.0050975,0.00673912,0.00669408,0.0219577,0.00819787,0.0162041,0.00605734,0.0221809,0.0185474,0.0197406,0.00615754,0.00527597,0.0112421,0.0198403,0.0103146,0.0145343,0.0226044,0.00513153,0.00705262,0.00220469,0.0101579,0.0323835,0.00570943,0.0124561,0.0173108,0.00589801,0.0133079,0.00757769,0.01343,0.0186073,0.00812956,0.0434793,0.00428452,0.00424182
636,HM185,0.00760233,0.00329463,0.009295,0.00360209,0.0055021,0.00471543,0.0110142,0.00412079,0.00241456,0.00390061,0.0152525,0.00540988,0.00421832,0.0109989,0.00325598,0.0357595,0.00667081,0.0185035,0.0129994,0.0167468,0.00517879,0.00334866,0.00638336,0.00997692,0.00237235,0.00446728,0.00516054,0.00910103,0.00689875,0.00451072,0.00623363,0.00666562,0.00725422,0.0103616,0.0151186,0.00511636,0.00187107,0.00318783,0.00525912,0.00744655,0.0149897,0.0142895,0.00560338,0.00353607,0.00518264,0.0774373,0.00298256,0.0187196,0.00421257,0.00992122,0.00641111,0.00846467,0.01129,0.0449901,0.00490299,0.0285063,0.00437384,0.00946546,0.0094217,0.0178661,0.020254,0.00905724,0.0151998,0.027578,0.00647744,0.00702417,0.00808178,0.0395124,0.00567059,0.00258614,0.00798219,0.00383238,0.0158869,0.0131703,0.0038981,0.00950271,0.0171772,0.0179391,0.0166959,0.0037312,0.0213189,0.0170434,0.0087444,0.018053,0.0271563,0.025724,0.0032427,0.0137027
637,HM133,0.0146316,0.0112995,0.00629186,0.000788109,0.0100197,0.00590209,0.0028821,0.0234129,0.0023864,0.00477905,0.0321126,0.00333526,0.00230915,0.00182783,0.0138779,0.00173561,0.00205381,0.0034456,0.0165104,0.00203103,0.00602239,0.00264007,0.0106577,0.010669,0.00326791,0.0047122,0,0.000186642,0.0034733,0.00235503,0.00547898,0.00852713,0.0145765,0.0170161,0.0032025,0.00424534,0.00172686,0.00462855,0.00714384,0.0153564,0.0168592,0.00419136,0.00959506,0.0145951,0.00316246,0.0480772,0.00387595,0.00502131,0.00713567,0.0131704,0.0186894,0.00334577,0.0187607,0.0223623,0.0196056,0.00055321,0.00526317,0.0283357,0.0223423,0.0274301,0.0244533,0.00971014,0.0251711,0.000668708,0.00546614,0.0017564,0.0285044,0.0031811,0.00962132,0.00584479,0.0152732,0.00439589,0.000507176,0.00965999,0.00302941,0.0195197,0.00192349,0.0126018,0.0630873,0.00451635,0.0107812,0.0524705,0.0139436,0.00874147,0.0102907,0.05867,0.00541988,0.0109001
638,HM074,0.0074341,0.00690419,0.0133468,0.000609592,0.0144863,0.0100876,0.0178956,0.00966855,0.00117721,0.00427531,0.00304541,0.00784509,0.000158017,0.0121393,0.00921636,0.00169341,0.00473342,0.0186105,0.0232007,0.00482771,0.00276506,0.00210078,0.00394294,0.0104628,0.00201558,0.00466754,0,0.000210838,0.00821825,0.00730142,0.0134186,0.00944225,0.0271906,0.000391904,0.0772255,0.00356445,0.00126906,0.012583,0.00542375,0.00836002,0.0383744,0.00282604,0.0151056,0.0108528,0.00459745,0.0692761,0.00132077,0.00684525,0.00520617,0.00456872,0.0297905,0.0135036,0.032569,0.00983003,0.0238936,0.00559754,0.00809544,0.00436199,0.00541844,0.0236091,0.007007,0.0161676,0.00289213,0.00926283,0.0100952,0.00185729,0.00371967,0.00199433,0.0151356,0.00148791,0.03303,0.00181289,0.00979808,0.000324715,0.00276114,0.0121333,0.00986041,0.022417,0.0199253,0.00168018,0.00498064,0.0400058,0.00750065,0.0202755,0.0125144,0.0272596,0.00580514,0.0107434
639,HM178,0.0347813,0.0140504,0.00771484,0.000930462,0.00727716,0.00333974,0.0117063,0.0183901,0.00346101,0.00556867,0.0168502,0.0066552,0.00193734,0.00339843,0.0130329,0.00691245,0.00304829,0.00961824,0.0155773,0.00485707,0.00777042,0.00404827,0.00929872,0.0232676,0.00340783,0.00592045,0.000106685,0.00233126,0.00504005,0.00914279,0.00411946,0.0100387,0.00700115,0.00132177,0.0112662,0.00687227,0.00248061,0.00757606,0.00831465,0.0127807,0.00674863,0.00502616,0.00911231,0.010673,0.00572731,0.0460445,0.00447751,0.00359866,0.0120688,0.0131952,0.0148805,0.00482989,0.012526,0.0246434,0.0103485,0.000536637,0.00344452,0.0237566,0.00765383,0.0137681,0.00819622,0.0235582,0.0470742,0.00801316,0.00370846,0.0033268,0.0326757,0.0103423,0.00636942,0.0158897,0.00827639,0.0042673,0.000534916,0.00674455,0.00452985,0.038757,0.00375965,0.00793088,0.0139764,0.00452068,0.0124238,0.0403124,0.0176257,0.00968016,0.0355986,0.0487961,0.00538567,0.0134528
