pot_or_sample,host_genotype,MAG746A,MAG215,MAG243A,MAG221,MAG420,MAG201,MAG539,MAG199,MAG242,MAG230,MAG177,MAG204,MAG33,MAG182,MAG749B,MAG286,MAG24,MAG18,MAG176B,MAG16,MAG313,MAG21,MAG191,MAG157,MAG192D,MAG154,MAG27,MAG121,MAG540,MAG248,MAG88,MAG245,MAG258,MAG220,MAG278,MAG282,MAG10,MAG146,MAG144B,MAG123,MAG714A,MAG259,MAG533,MAG62,MAG225,MAG722B,MAG148B,MAG358,MAG184,MAG169,MAG761A,MAG158B,MAG320,MAG322,MAG325,MAG384,MAG34,MAG406,MAG342,MAG373,MAG386,MAG40,MAG41,MAG417,MAG42,MAG145,MAG48,MAG5,MAG513,MAG31,MAG514,MAG523,MAG530,MAG65,MAG66,MAG701B,MAG200,MAG726A,MAG726B,MAG73,MAG733A,MAG739A,MAG746B,MAG748A,MAG749C,MAG755A,MAG183,MAG97
22,HM253,0.00341826,0.00705076,0.0200107,0.00078562,0.00643732,0.0105658,0.00343846,0.0296759,0.0020024,0.00377182,0.00879943,0.00300591,0.00305205,0.00203379,0.03336,0.0840283,0.00202819,0.00020756,0.0151548,0.00321108,0.00318418,0.00348705,0.00252615,0.0244686,0.00228537,0.00404637,0.0248188,0.000243589,0.00383854,0.0284474,0.00939688,0.00624626,0.00635746,0,0.00602542,0.00422913,0.0015471,0.009724,0.00744844,0.00470143,0.00627928,0.0214636,0.0053983,0.0082827,0.00366844,0.0333938,0.00186294,0.0174398,0.00416386,0.00373406,0.0113531,0.00378453,0.0175644,0.0385412,0.00846613,0.000575221,0.0164214,0.0126218,0.00768788,0.030235,0.0101471,0.0244247,0.00493975,0.00511611,0.0167951,0.00887368,0.00593782,0.0261241,0.0054922,0.00406559,0.00672532,0.0050596,0.000631396,0.0125279,0.0104003,0.0587402,0.00201489,0.00727939,0.00572744,0.00552607,0.0037508,0.0172041,0.00351767,0.0279229,0.0100365,0.0534639,0.00703698,0.00252077
23,HM012,0.0278807,0.0102003,0.00792732,0.00166696,0.005957,0.00660096,0.00438996,0.0127063,0.00340095,0.00560669,0.024822,0.00507919,0.00414514,0.00371899,0.00666863,0.00327567,0.00361127,0.00594522,0.0249352,0.00309357,0.00450149,0.00302318,0.0185641,0.0199419,0.00752399,0.00555066,0.000130928,0.00622942,0.00497666,0.0058622,0.00714871,0.00851164,0.00763395,0.00559738,0.0257878,0.00464814,0.00151939,0.0110596,0.00671432,0.00751331,0.00599166,0.00417857,0.00508505,0.00602226,0.00511486,0.0335879,0.0159418,0.00637543,0.00575013,0.00616534,0.0123829,0.00473865,0.0112174,0.0155662,0.0160533,0.000950493,0.00571,0.0109008,0.010457,0.0147141,0.0203307,0.0196778,0.109308,0.00128132,0.00973646,0.00257605,0.0258806,0.00467976,0.00526359,0.006935,0.00735673,0.00914732,0.000865211,0.00657606,0.00510973,0.0273594,0.00315486,0.00775621,0.0116215,0.00782181,0.0103571,0.0415141,0.0398986,0.0135855,0.0267837,0.0227992,0.00545622,0.0161927
24,HM179,0.00474629,0.0028508,0.00213611,0.000138553,0.00563188,0.00865882,0.0031894,0.0440454,0.00351464,0.00500737,0.00420202,0.00173357,0,0.00148474,0.00237941,0.00178974,0.00138768,0.000170325,0.0394556,0.00181133,0.0191378,0.00208949,0.00269216,0.00704813,0.0023022,0.00446795,0.000180887,0,0.00756844,0.00131261,0.00867298,0.00397258,0.00577081,0,0.00573577,0.00300867,0.0051483,0.0168689,0.00159591,0.00593995,0.00679873,0.00368986,0.0128654,0.00647186,0.00453385,0.023853,0.00442993,0.00227341,0.00411129,0.0345008,0.00667966,0.00288295,0.0122126,0.134798,0.00482604,0,0.0087169,0.00357373,0.0088786,0.0329887,0.00686544,0.0417339,0.16257,0.0065279,0.0148271,0.00178164,0.00618411,0.00359085,0.00638974,0.00977979,0.00816819,0.00106521,0,0.000121672,0.00298213,0.0281086,0.00141333,0.0124192,0.0138146,0.000890318,0.00810502,0.0114467,0.00425847,0.00487501,0.0760919,0.00421707,0.00223484,0.00260443
25,HM025,0.0310868,0.0121412,0.0224761,0.00224351,0.00505449,0.00833554,0.0111549,0.00897747,0.00349234,0.00554573,0.0123141,0.0144418,0.00365093,0.00461511,0.0061517,0.00284406,0.00397101,0.00341872,0.0144009,0.00463451,0.00909341,0.00786543,0.0111272,0.0112935,0.00340894,0.00550151,0,0.00899116,0.0207942,0.00532031,0.00593388,0.0199984,0.00413157,0.0112914,0.0509407,0.00572659,0.00944698,0.00839349,0.00811858,0.0148098,0.00727575,0.014369,0.00631188,0.0115037,0.00527985,0.00537234,0.00682405,0.00970359,0.00723648,0.00939325,0.0170003,0.00721022,0.0170767,0.00976917,0.0139604,0.0070405,0.00736774,0.00777437,0.00575143,0.0102953,0.014038,0.00928892,0.0389727,0.00515754,0.00846373,0.00282673,0.0155434,0.0371047,0.00520457,0.0064295,0.00658286,0.00266586,0.0117753,0.0101501,0.0334796,0.00970473,0.00590986,0.005385,0.0066203,0.00263118,0.00620763,0.0522639,0.0512999,0.0122706,0.0119195,0.0108064,0.00396495,0.0236782
26,HM122,0.0369815,0.00698808,0.00623629,0.000757791,0.0117585,0.00548523,0.00414203,0.0222628,0.00317347,0.00569462,0.0222454,0.00688572,0.00235831,0.00822628,0.00688013,0.00528826,0.00620875,0.00640576,0.0172614,0.00333506,0.00591415,0.00367832,0.00750176,0.0182799,0.00330662,0.00720516,0.000114821,0.00248332,0.00537787,0.0153062,0.00682326,0.0251117,0.0149608,0.0119596,0.0223602,0.00540961,0.00490478,0.00853186,0.0085835,0.0162508,0.0128599,0.00472691,0.00823022,0.00544941,0.00495534,0.012438,0.00093722,0.00863533,0.0111137,0.00683634,0.015401,0.00486073,0.0200426,0.00591713,0.00972674,0.0020836,0.00624142,0.00934876,0.00928421,0.017009,0.00810995,0.0159622,0.0891671,0.000736791,0.00610891,0.00391311,0.017171,0.0114942,0.00825393,0.0165588,0.0114636,0.0115893,0.00162806,0.00409127,0.00390576,0.0118772,0.0116754,0.0111711,0.0132924,0.0146527,0.00930781,0.0502048,0.0345081,0.0117973,0.0142494,0.0389988,0.00466223,0.00471175
27,HM276,0.0100269,0.0183642,0.00268212,0.00128819,0.00592685,0.00589969,0.00351891,0.0597945,0.00284145,0.00406368,0.018623,0.0179768,0.0016937,0.00637112,0.00970808,0.00247554,0.00517007,0.00348109,0.0280515,0.00270779,0.0230943,0.002004,0.00760707,0.0437991,0.00189087,0.0038314,0.000112855,0.00118607,0.00393506,0.0119457,0.00447912,0.00594125,0.00942415,0.00613081,0.00392131,0.00484158,0.00156287,0.00720442,0.00398866,0.0323946,0.0108086,0.00345152,0.0061339,0.0107251,0.00283274,0.0715283,0.069839,0.0105282,0.00769113,0.0109939,0.00764733,0.00291501,0.0137512,0.0346841,0.00575289,0.000823292,0.00374991,0.0100488,0.00575653,0.0089249,0.00323386,0.00468159,0.046857,0.00170588,0.00513267,0.00210922,0.00889833,0.00321805,0.00539662,0.00235139,0.00596369,0.00242803,0.000848993,0.00711697,0.00328652,0.0383671,0.0107864,0.0100806,0.0129452,0.00235608,0.00687193,0.0102758,0.00510703,0.0063103,0.0100991,0.0172422,0.0726682,0.0051144
28,HM178,0.0180906,0.00320621,0.00969581,0.000546165,0.0187452,0.0138121,0.0164068,0.0155937,0.00285662,0.00460935,0.0101978,0.00973485,0.00251298,0.00209805,0.00631916,0.0126758,0.00180317,0.0105729,0.023084,0.0052686,0.0072107,0.00556909,0.0150342,0.0152096,0.00246542,0.00478026,0,0.000172939,0.00457412,0.00359075,0.0131713,0.00936864,0.0195801,0.0112461,0.0101621,0.00533185,0.00183819,0.00930175,0.00551885,0.0154501,0.0145457,0.00741309,0.0143445,0.0189038,0.00473606,0.0620975,0.00135951,0.00357905,0.00602144,0.0131341,0.015722,0.00349574,0.0267406,0.0242578,0.0140415,0.000698355,0.0099202,0.0108489,0.0332386,0.0134001,0.0123255,0.0119951,0.033679,0.00108769,0.0149427,0.00360274,0.0297689,0.00611086,0.0112459,0.00797794,0.0169512,0.0091262,0.000663298,0.0133214,0.00625946,0.0375725,0.00193645,0.013615,0.0108857,0.00731011,0.00775986,0.0313144,0.0131191,0.0123184,0.0107063,0.0113803,0.00669834,0.0104213
29,HM260,0.00170432,0.00137497,0.00482817,0,0.00463405,0.00244418,0.00366605,0.00344487,0.00759097,0.00177142,0.0015001,0.00196001,0,0.00101951,0.0424345,0.00173612,0.000860977,0,0.017816,0.0126398,0.00180112,0.00126113,0.000910869,0.37315,0.000758562,0.0104043,0.000124939,0,0.00217804,0.00547703,0.00218936,0.00255354,0.0073363,0.000128106,0.00137132,0.00246236,0.000721124,0.000966312,0.0028319,0.0357497,0.0106185,0.00222116,0.00458481,0.0110381,0.0014598,0.105014,0.00022311,0.0169224,0.00317831,0.00202495,0.0148802,0.00180285,0.00784532,0.000610463,0.00533431,0,0.00741257,0.00125263,0.00902511,0.013134,0.00316686,0.00108002,0.0021237,0.000309131,0.0031765,0.00181102,0.0183815,0.00203245,0.00486815,0.000829445,0.00496993,0.00661495,0.000199538,0.000239412,0.00177287,0.0176863,0.000986125,0.00861848,0.0176737,0.0103415,0.00172408,0.0086224,0.00109455,0.00281004,0.0519718,0.034415,0.00946165,0.000634245
30,HM269,0.00684449,0.0137497,0.00758766,0.00172062,0.0102543,0.0145526,0.0146218,0.00442367,0.00289226,0.0056551,0.00387584,0.00450427,0.00163512,0.00483983,0.00510635,0.00240307,0.00301857,0.00305703,0.0187324,0.00455897,0.00392617,0.00333938,0.00426978,0.0192098,0.00546195,0.00485372,0.000103397,0.000412939,0.0137394,0.00233858,0.0160535,0.00659462,0.00811319,0.022551,0.0361285,0.0152065,0.00154148,0.00958539,0.00638404,0.00535415,0.00993323,0.00517709,0.0180754,0.00394282,0.00468586,0.0246576,0.0142555,0.0129557,0.00384141,0.00538909,0.018057,0.0045498,0.0272332,0.040014,0.00860925,0.00615383,0.00887324,0.0104448,0.006128,0.0220207,0.00923764,0.0231965,0.0244982,0.00627559,0.0156271,0.00442901,0.0146832,0.0704155,0.00977104,0.00183832,0.0119028,0.0281423,0.0100659,0.00569062,0.0374663,0.0289526,0.00622927,0.00889772,0.0148274,0.0154241,0.00549684,0.035497,0.00780442,0.00394034,0.00685389,0.00910374,0.00367312,0.00586096
31,HM165,0.00833591,0.00330316,0.0048523,0.000362147,0.013983,0.00562141,0.0044013,0.0248696,0.00283479,0.00458498,0.00553118,0.00440939,0.00102058,0.00170254,0.00539673,0.00205957,0.0015829,0.019717,0.021836,0.00235478,0.00782346,0.00287983,0.00782491,0.0325523,0.00232875,0.00454694,0.0148386,0.000133059,0.00422401,0.0149853,0.00744335,0.00398789,0.0155018,0.0141716,0.057253,0.00389522,0.00147887,0.019895,0.00666774,0.00355716,0.0286289,0.00643378,0.0154546,0.00499291,0.00364994,0.0186339,0.000798018,0.00376969,0.00379157,0.00565131,0.0135355,0.00472087,0.0286503,0.0266519,0.017206,0.000274026,0.00706877,0.0120925,0.012167,0.0256601,0.015647,0.0171038,0.0799963,0.00411153,0.0066199,0.00419951,0.0346269,0.0225202,0.0128579,0.00180566,0.0244729,0.00199106,0.000287095,0.00317376,0.00977105,0.0231751,0.00151891,0.0169929,0.0382698,0.00172702,0.011389,0.0283113,0.00832574,0.0050886,0.00846668,0.00562576,0.00334751,0.0039974
32,HM169,0.0155925,0.0129526,0.00563047,0.00142007,0.00793632,0.00798539,0.0105958,0.00968743,0.00307403,0.0052819,0.0279313,0.00341393,0.00182111,0.0043461,0.00513834,0.00894785,0.0035539,0.00469453,0.0141716,0.00423854,0.00575118,0.00430609,0.0114683,0.0186012,0.00317962,0.00522376,0,0.00788837,0.00464694,0.0222274,0.00962064,0.00761171,0.0150989,0.0111635,0.00802147,0.00767633,0.00795419,0.00872274,0.00702329,0.0166774,0.011169,0.0057006,0.00679598,0.00660684,0.0048556,0.0427627,0.00216308,0.00536866,0.00627164,0.00992026,0.0150383,0.00688874,0.0300625,0.0185565,0.0120594,0.00252679,0.00690582,0.0396105,0.00942239,0.0226193,0.0176011,0.0223933,0.0268694,0.00356362,0.0097854,0.00307424,0.0150378,0.0183202,0.00688247,0.0120073,0.00715995,0.00298413,0.00196444,0.00126114,0.00554445,0.0415146,0.00566309,0.0134963,0.0136067,0.00261394,0.0120537,0.0325215,0.0246922,0.0121639,0.0175556,0.0460697,0.00399987,0.0130185
33,HM053,0.0112792,0.00347978,0.00807542,0.00133526,0.00809736,0.00703368,0.00359375,0.0177101,0.00323792,0.0055912,0.0109247,0.00616961,0.00118812,0.00583475,0.00779628,0.0099795,0.00539031,0.0140738,0.019767,0.00394621,0.00592327,0.00409183,0.0252491,0.0269701,0.00329352,0.00546707,0,0.00277465,0.00651123,0.0189562,0.00794888,0.0102478,0.0167493,0.00700457,0.0130497,0.00677253,0.00476818,0.00580046,0.0109293,0.0170473,0.0111783,0.00639599,0.00668528,0.0104122,0.00423364,0.0335696,0.00517189,0.00383299,0.00852174,0.00913059,0.0121332,0.00422751,0.0136736,0.0255195,0.0141478,0.00404334,0.00762612,0.0666476,0.0109102,0.02466,0.0155633,0.0135132,0.0448703,0.00932173,0.00892863,0.00365271,0.0399163,0.00878846,0.00668531,0.0140714,0.00891926,0.00240078,0.00308743,0.0026902,0.00443763,0.0129265,0.00705259,0.0114777,0.00666973,0.00246276,0.0109618,0.0206453,0.0116227,0.00949982,0.0115444,0.0478936,0.00620605,0.0174106
34,HM199,0.00837226,0.00300192,0.0070935,0.00116763,0.00960594,0.00547853,0.00213527,0.040294,0.00348907,0.00440907,0.0102882,0.00449005,0.00898005,0.00174312,0.0105717,0.0100781,0.00186135,0.00183564,0.0195887,0.00179723,0.016414,0.00396704,0.0255624,0.0136717,0.00219274,0.00476291,0.00481644,0.00031251,0.011393,0.0341302,0.00680967,0.0130957,0.00651706,0.0356333,0.0103831,0.00550905,0.00603344,0.00362417,0.00834136,0.0281049,0.0106312,0.00582746,0.00938473,0.0100483,0.00335066,0.0264901,0.0062254,0.00309028,0.00597543,0.017658,0.0156689,0.00447632,0.0314406,0.0310983,0.0188704,0.000796529,0.00593718,0.0201847,0.0100656,0.0229401,0.0249365,0.00602901,0.0103156,0.00491488,0.00551715,0.00367638,0.0185278,0.00912027,0.00933244,0.00343024,0.0189431,0.00431796,0.000738205,0.00606201,0.00875777,0.0304448,0.00181881,0.00861348,0.020591,0.0040373,0.0113923,0.00733739,0.00625278,0.0166619,0.0653665,0.0160101,0.00485887,0.0142792
35,HM050,0.0239007,0.0029042,0.0102487,0.000762861,0.00640659,0.0106007,0.00214838,0.00367777,0.00286892,0.00676089,0.00732251,0.00418911,0.000280008,0.00318538,0.00495925,0.0144879,0.00229539,0.00874613,0.00667475,0.00193359,0.0146977,0.00404448,0.0134795,0.0138698,0.00296208,0.00360419,0,0.000221757,0.00557673,0.00215277,0.0135467,0.0204908,0.0109409,0.0152366,0.0263243,0.00614086,0.00323343,0.00708306,0.00742714,0.0317381,0.00741133,0.0064987,0.00550553,0.0126046,0.00402383,0.00598004,0.00107934,0.00328788,0.0091582,0.00990155,0.0186685,0.0298299,0.0197391,0.0118213,0.0434835,0.0196533,0.0206568,0.0127044,0.00853791,0.0181026,0.0218909,0.00725932,0.00309747,0.00959625,0.0116175,0.00791184,0.00511597,0.0535797,0.00591403,0.018431,0.00609819,0.0191203,0.00988637,0.000344638,0.029592,0.0191,0.00284556,0.00919122,0.0261472,0.0283495,0.00489226,0.0541318,0.0190327,0.0115548,0.00486812,0.00316307,0.00467218,0.00682305
36,HM072,0.00367582,0.0030549,0.0076822,0.00121847,0.0109693,0.00834239,0.013283,0.0292675,0.00304363,0.00483042,0.0113562,0.00629635,0.000389576,0.00350864,0.0090894,0.00240462,0.00267485,0.00514357,0.0219739,0.00503646,0.00479188,0.00363655,0.020402,0.00983694,0.00248014,0.0046438,0,0.000298576,0.00332956,0.018107,0.00899874,0.00616761,0.0124152,0.000336275,0.00862887,0.00851621,0.00155415,0.00896949,0.00798364,0.00942431,0.0111039,0.00887793,0.00895217,0.0103141,0.00453838,0.00959659,0.00161206,0.00483909,0.00575741,0.00738088,0.0151081,0.00464491,0.0127059,0.0320264,0.0175227,0.0207451,0.00874291,0.0201629,0.00690496,0.0231298,0.0102808,0.0321372,0.0125019,0.0127468,0.0130909,0.00242822,0.0177453,0.0476675,0.00717794,0.00161768,0.0101998,0.00592834,0.0175277,0.000368302,0.00644774,0.0127601,0.00368315,0.00777609,0.00639702,0.00636366,0.00403394,0.0386178,0.00204565,0.0179873,0.0218509,0.123387,0.00743068,0.0213722
37,HM197,0.0117089,0.0524211,0.00612402,0.0103314,0.00680135,0.0126951,0.00854486,0.0225805,0.0106509,0.00568236,0.0122225,0.00312989,0.00223452,0.00191884,0.00559555,0.00268633,0.0028538,0.00185274,0.0335851,0.00377847,0.0137582,0.00289514,0.00378062,0.0118655,0.00278584,0.00877855,0.000107189,0.0166764,0.00482584,0.00262302,0.0108333,0.00495853,0.00611356,0.000102804,0.0859404,0.0104693,0.00222584,0.00918461,0.00817191,0.0145567,0.00806468,0.0050462,0.00650692,0.00502134,0.00417301,0.0113762,0.00708145,0.00770919,0.00592301,0.0157833,0.0134125,0.00649667,0.0150994,0.0160421,0.0146104,0.00164148,0.0104121,0.0194529,0.0161983,0.0176583,0.0221942,0.00356673,0.0434491,0.00077132,0.0118837,0.00220277,0.00961781,0.00427535,0.00687244,0.00242903,0.01048,0.0067735,0.00163297,0.00636069,0.00384954,0.03848,0.00186158,0.00928445,0.0228862,0.00851316,0.00858518,0.0303909,0.0152307,0.00554143,0.0328385,0.0361605,0.00351136,0.00459629
38,HM005,0.00929502,0.00308986,0.00429844,0.00163865,0.013817,0.0146008,0.00419194,0.0536312,0.00390937,0.0051607,0.0374596,0.00800304,0.00187439,0.00239906,0.00249056,0.00307961,0.00241139,0.0152617,0.0128648,0.00326633,0.00763597,0.00381588,0.0154977,0.0130954,0.00311563,0.00690456,0.0201045,0.00469373,0.0047167,0.0256513,0.0102062,0.00782338,0.0047321,0.0153379,0.0212849,0.00724628,0.00508066,0.00746017,0.00531155,0.00900738,0.00715094,0.00534619,0.00687443,0.00534275,0.00361366,0.0145346,0.0133102,0.0116783,0.0116411,0.00825188,0.0100434,0.00454027,0.0117382,0.0238141,0.00652989,0.000912749,0.00882953,0.0339499,0.00684459,0.00910445,0.00923899,0.00838966,0.118084,0.000773528,0.0122853,0.00426361,0.024612,0.0221365,0.00637695,0.00744371,0.0103083,0.0065978,0.000959031,0.00594632,0.0183694,0.0232899,0.0027665,0.00603064,0.00830594,0.00592358,0.00860704,0.0050497,0.00626471,0.0245799,0.0166278,0.0154145,0.00232935,0.0135087
39,HM018,0.0158721,0.00233631,0.00470321,0.00160063,0.0166874,0.00987041,0.0110205,0.0216236,0.00269322,0.00457425,0.0253861,0.00379935,0.00275205,0.00378575,0.0110272,0.00471514,0.00252553,0.0155045,0.051266,0.0037143,0.0063229,0.0130221,0.0075361,0.0549261,0.00812606,0.00586872,0.000115291,0.000469573,0.00409724,0.00573837,0.00657387,0.00900868,0.00793212,0.0186613,0.00733917,0.00488511,0.00726489,0.00286651,0.00587327,0.0213401,0.00774706,0.0100847,0.0100313,0.0183014,0.00493732,0.0209121,0.00807274,0.00318649,0.00808436,0.0108253,0.014144,0.00313052,0.0191022,0.0262741,0.0147068,0.0159166,0.00758237,0.00881833,0.0107375,0.0119185,0.0343459,0.0266475,0.0172426,0.000889122,0.00951048,0.00255944,0.02407,0.0191247,0.00843443,0.0116074,0.00909922,0.0100358,0.0111469,0.00170549,0.00783046,0.0357025,0.00391338,0.0148508,0.012931,0.0137752,0.00389291,0.0184269,0.00969393,0.00940419,0.0139697,0.00472441,0.011006,0.00552046
40,HM340,0.00763265,0.00259066,0.00992348,0.00207342,0.00376397,0.00593025,0.0054717,0.104917,0.003148,0.0061927,0.00578507,0.0387004,0.00062187,0.0021858,0.011851,0.00303076,0.00230759,0.00105397,0.0147565,0.00510859,0.0200232,0.00413632,0.00207836,0.0255973,0.00298098,0.00629469,0,0.00606653,0.0209234,0.00257683,0.00560012,0.0062034,0.00421721,0.0411911,0.0110247,0.00578551,0.0154826,0.00581337,0.00796589,0.00902608,0.00449744,0.00424864,0.00378639,0.00482957,0.00342741,0.00539134,0.0113734,0.0251719,0.00754118,0.00953978,0.00648452,0.00436448,0.0158912,0.0304601,0.00499184,0.0366905,0.00489396,0.00369176,0.0099364,0.00539831,0.00558709,0.00285913,0.00707668,0.0209938,0.0079959,0.00286008,0.0405638,0.00381054,0.00396882,0.00318763,0.00401766,0.00965004,0.0213772,0.000658082,0.0144447,0.00428563,0.00213522,0.00520911,0.0145507,0.0108847,0.0115316,0.0329564,0.01086,0.00532715,0.00881941,0.0905966,0.00886646,0.00228302
41,HM162,0.00503299,0.00406517,0.0451726,0.00182342,0.00444307,0.0111255,0.00270827,0.00318281,0.00316649,0.00538552,0.0271748,0.00504628,0.00199428,0.00309431,0.00602064,0.0115294,0.00817672,0.00471024,0.0168281,0.00246614,0.00809485,0.00491717,0.00317447,0.00939504,0.00315397,0.00514022,0,0.0203351,0.00459387,0.00232144,0.0114126,0.0126343,0.00776449,0.000513067,0.00401587,0.0058616,0.00277011,0.0152134,0.0214312,0.00738841,0.00617717,0.0350514,0.0040685,0.00357021,0.00289662,0.0881355,0.015495,0.00306997,0.0042156,0.0159935,0.00976618,0.00430936,0.00690466,0.00232357,0.0143534,0.00182261,0.00942822,0.00693959,0.00447906,0.00931377,0.00542501,0.00321823,0.0463943,0.000884815,0.0103145,0.00346883,0.0431382,0.0553917,0.00405396,0.00593429,0.00412791,0.00775105,0.00159933,0.00599143,0.00524749,0.0332612,0.00368534,0.0225615,0.0164902,0.0102941,0.00419566,0.0289244,0.00322705,0.00676253,0.00584405,0.0824811,0.0040367,0.00370336
42,HM047,0.0112295,0.00188923,0.00403199,0.00104484,0.0136199,0.00524553,0.00168697,0.0147734,0.000958639,0.00310218,0.00303667,0.00325028,0.00124525,0.0112149,0.00597006,0.00113639,0.00432829,0.00847253,0.0290678,0.00141316,0.00333182,0.00233564,0.00342369,0.0166627,0.00228197,0.00354315,0,0.000265396,0.00684265,0.00487019,0.00444338,0.0077503,0.0145595,0.0020536,0.0140178,0.00303307,0.00114857,0.00236911,0.00623126,0.00435348,0.0249383,0.00241522,0.0153613,0.0194987,0.00332067,0.0467312,0.0318209,0.00130798,0.00601366,0.00453721,0.013159,0.00398426,0.0622749,0.0371507,0.00624502,0.00319856,0.00489454,0.00265553,0.00983122,0.0346007,0.00757654,0.00187797,0.00175984,0.00615389,0.00428826,0.00157488,0.00313188,0.00187118,0.01337,0.00806983,0.0186566,0.0170243,0.00212558,0.00344809,0.00954253,0.0185698,0.00786352,0.0141882,0.0184885,0.0169597,0.0041951,0.0872126,0.0049901,0.0177608,0.101758,0.0288965,0.00719392,0.00727733
43,HM129,0.00658647,0.00265403,0.00606619,0,0.0070524,0.00304884,0.0029224,0.0486198,0.00293276,0.00528171,0.017714,0.00928102,0,0.00452478,0.00341141,0.0398423,0.00305263,0.000332302,0.0159175,0.00304565,0.00302122,0.00301041,0.00285045,0.0089474,0.00324309,0.00576626,0.000126163,0,0.00857238,0.0131107,0.00327084,0.0114835,0.00687604,0.000512449,0.0119861,0.00708382,0.00135227,0.00357113,0.0109021,0.0110218,0.00906675,0.00442575,0.00670707,0.0044221,0.00406583,0.0492335,0.000208237,0.00397687,0.0197343,0.00370769,0.00859976,0.00380207,0.0202938,0.0466678,0.00492424,0,0.00351393,0.0509428,0.0179003,0.0194096,0.0142222,0.00418487,0.0747377,0.0433986,0.00359842,0.0209527,0.0504325,0.00310109,0.00682461,0.00576283,0.011582,0.00431138,0,0,0.00905108,0.0543358,0.00381257,0.0125224,0.00876347,0.00410081,0.0241434,0.0137693,0.0036821,0.00602801,0.0115086,0.0179836,0.00436594,0.00222743
44,HM124,0.00865712,0.011817,0.00400837,0.00187479,0.0140343,0.00798562,0.00701693,0.0105557,0.00297837,0.00403743,0.0122751,0.00395085,0.00137908,0.00495319,0.0104368,0.0151254,0.00330453,0.021722,0.0237887,0.00407362,0.00318549,0.00298767,0.0101283,0.0123075,0.00989085,0.00437651,0,0.000372736,0.00897022,0.0068593,0.00925927,0.00776191,0.00861731,0.0236102,0.0404201,0.00949059,0.00158014,0.0237952,0.00469299,0.0206824,0.024182,0.00420128,0.00988575,0.00788551,0.00430489,0.0189405,0.0234828,0.0148179,0.00619553,0.00428737,0.0357263,0.00479456,0.0186753,0.0256188,0.0090174,0.00693931,0.00685105,0.0212764,0.00948593,0.0183302,0.0124526,0.00820984,0.0147215,0.0376608,0.00985281,0.00683989,0.00546527,0.00457963,0.010323,0.00871698,0.0177208,0.00854258,0.00486651,0.00365529,0.0107566,0.0210831,0.0047907,0.0122521,0.0180142,0.0103289,0.0106377,0.0218612,0.0150986,0.0112701,0.0193763,0.0140045,0.010027,0.00902895
